,comments,sentiments
0,The amount of research and hardwork you put in these videos are very much appreciated ,1
1,"you're doing the great job brother, even social teacher can recommend your videos to their students to let them know about the history of our martyrs, keep it up!",1
2,"Finally someone came up with the real stories of past Nepal. 
Kudos to the herd work.",1
3,"Been following The Nepali Comment since the Civil war series. And you have come a long way and rightfully so. 
Recently the animations have also gone up a level. ️",1
4,"""हुँदैन बिहान मिर्मिरमा तारा झरेर नगए,
बन्दैन मुलुक २-४ सपूत मरेर नगए""
सहिद दिवसको शुभकामना ️️",1
5,Great job. Every future generations should watch this series and appreciate our martyrs and not take any things for granted,1
6,"It is believed that Shastri was executed more for his work in social reform and efforts to develop his mother tongue Nepal Bhasa than his involvement in politics. This is an important point and you should have touched on this, especially when many youths today are still brainwashed by such rulers' one-nation, one-language, one-dress, one-culture policy. It would have been a real justice to him as a martyr.",1
7,"Let's remember our Marty's. Happy sahid divas 
Jay Nepal 🇳🇵🇳🇵",1
8,"Anybody can say how big an amount of hardwork and research is behind this video.
Thank you, brother, for sharing previously unknown information about our history.
Waiting for Part 3

PS: IMO, the video would be even better if you improved your language. It's good now, but some refinement in your script would be even better.",1
9,I wish YouTube and your channel existed when I was in school. This series is giving me more knowledge than any social studies class did.,1
10,"""There is nothing either good or bad but the thinking make it so""
                     - William Shakespeare",1
11,"Real history can't be learn from school books vannu vatho ekjana social sir le, sachai ho raixa. History is written by the people who won. Waiting for the next part Hope it comes ASAP. Very much suspense",1
12,"Phenomenal work always from this channel in terms of work, research, and quality of script from this channel! Keep up! ",1
13,Desperately waiting for the third part. Appreciate your work!,1
14,आज शहीद दिवस सम्पूर्ण ज्ञात अज्ञात शहीदहरु प्रति हार्दिक नमन ! सहिदहरुले देखाएको बाटोमा सधै देश अगाडि बढोस्।सहिद दिवसको शुभकामना,1
15,This man is going in the book of legends. Mark my words,1
16,you are teaching me history better then my social teachers ever did,1
17,1:00 - 1:15 . This proves how great the King Tribhuwan was. The king himself was in favour of democracy. And now we have got democracy. Lets utilize it to the fullest.,1
18,These types of True history related information should be taught to Nepali students for greater knowledge and understanding.,1
19,"The amount of dedication you give for delivering content is beyond words 
Thanks for making awesome content",1
20,I really appreciate the research and effort you put in your videos. Hats off to you,1
21,"Hello brother. I really like your research and presentation regarding the martyrs of Nepal and what really happened in-depth. Can’t wait for part three.

Also, I have a video idea for you. I was wondering that can you make an analysis video on how Singapore turned from a 3rd world country to the 1st world country and Nepal remained the 3rd world country when Nepal and Singapore were once at same state 60 years ago.",1
22,Ram Prasad Rai and Bhimdatta Panta stories are also noted to be taken on the history education books,1
23,"I can't just wait for part 3. When will we get the opportunity to get it? We'll be grateful, the sooner we get it.",1
24,Waiting for part 3 on Martyr's Day(Tomorrow).,1
25,Part 3 must be released on Magh 16 (Martyrs Day) !! ,1
26,kudos bro to your research .. history deception is always something wonderful and exciting . nepalese film industry can relate this history,1
27,"Please team please direct a seriesss upload it in Netflixx we will paay to watch this wholesome content ! 
Never thought topics like this could be so interesting to watch, listen.",1
28,The amount of research that you have done for these videos is amazing. I would love to help the channel monetarily if there was a way to do so. Please open a patreon or provide your bank details.,1
29,Great content! Would really appreciate if you could detail about sukra raj sashtri social reform movement before he officially moved against the ranas,1
30,Great story hail to our martyrs ,1
31,Huge respect for your hard work.,1
32,"You should hire someone to add english captions on this, your content should be accessible on a global scale",1
33,Thank you for your hard work daju Really loved your dedication and consistency to put right information and to aware us. ️,1
34,"भाेलि सहिद दिवस।सहिदको शालिकमा फुल गुच्छि र मालाहरु लगाईने छ।तर बास्तबमा सहिदको सपना पूरा भएको छ कि छैन,एक पटक अन्तरआत्ममा साेध्ने बेला आएको छ।सम्पूर्ण सपुतहरुमा उच्च सम्मान र हार्दिक श्रद्धाञ्जली!",1
35,your research and story was mind-blowing.huge respect to you,1
36,Omg !! this level of dedication and in-depth research is mind blowing. keep up the good work.,1
37,Thanks bro for such efforts. And hope you will bring such kinds of content related to our history in upcoming videos,1
38,"Now, I realize how much finer details went missing in our school history books. The intricate connections to the bigger picture of freedom were vital.",1
39,Happy Martyrs Day to all  be independent ,1
40,"वीर सहिद अमर रहुन️🇳🇵 धन्यवाद TNC लाई, पार्ट ३ को प्रतीक्षा रहने छ",1
41,The internal feeling we get while listening this event is unexplainable. My blood is literally pumped up.,1
42,quick recap of previous part would have been a little helpful...LOVE THIS CHANNEL,1
43,No words for your hardwork ️️,1
44,"Great 
This is the exact way of teaching social studies effectively to students, learning with Audio & Visuals.",1
45,Bro really appreciable so much of facts and researches.,1
46,Huge respect 🫡,1
47,Longlive the MARTYRS,1
48,Appreciate your effort ,1
49,Great contents & info ...waiting for part 3,1
50,The most awaited video since part 1. Maile aile samma aafno entire life ma eti curiously ta baahubali 2 kaile aaula bhanera ni garina. Really great brother.,1
51,You’re doing great brother ️️️,1
52,Waiting for part 3 ️,1
53,Salute to your work️,1
54,"Salute to your effort brother
Great job",1
55,"Omg, thanks for the hardwork you put on it",1
56,Waiting for part 3!.  Sahid diwas ko subhakamana,1
57,Great job ,1
58,"toaday is sahid diwas 
giving my respect to all the martyrs of our country ",1
59,Great job and great content. What about lengthening ur content.its not pleasefull to wait for another part just like in series,1
60,Appreciate ur hard work ,1
